Reported on,Co. Name,Ext. Requestor,Property Name,Category,Order Group Description,Floor/unit or space,"Breakdown?
(Yes/No)",Description,Nature of feedback/complants (& Finding),Action taken,Start date & time,Acknowledged date,Technically completed on,Status,Customer/ FED Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:05,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L4 High Tension Room exit light blown.  C&W tech checked and replaced 1no T8 10w exit light.,,,3/8/2017 10:08,3/8/2017 13:29,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:08,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L4 Low Tension Room 1 exit light blown.  C&W tech checked and replaced 1no T8 10w exit light and 1no starter.,,,3/8/2017 10:11,3/8/2017 13:30,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:12,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L4 Irrigation Tank Room exit light blown.  C&W tech checked and replaced 1no T8 10w exit light and 1no starter.,,,3/8/2017 10:15,3/8/2017 13:30,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:12,,,Matrix,Feedback,Building,,,Wall Cracks,"To prepare for the VIP event in Mar 2017, to paint up the walls and ceiling at level 5 corridor (677m2) and replace some ceiling boards 
RA: BD/GF/16 SO:17-73367 FEMS:12177.01",,,3/8/2017 10:21,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:15,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L4 Wet Riser Room exit light blown.  C&W tech checked and replaced 1no T8 10w exit light and 1no starter.,,,3/8/2017 10:18,3/8/2017 13:31,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:19,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L4 Low Tension Room 2 exit light blown.  C&W tech checked and replaced 1no T8 10w exit light and 1no starter.,,,3/8/2017 10:22,3/8/2017 13:31,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:22,,,Matrix,Feedback,Building,,,Wall Cracks,"To prepare for the VIP event in Mar 2017, to paint up the walls at the corridor:-
a) #02 Auditorium - Wall (221m2) 
b)#2M - Corridor wall & ceiling (806m2)
c) #03 - Corridor wall & ceiling (918m2)
RA: BD/GF/16 SO:17-73365 FEMS:12181.01",,,3/8/2017 10:33,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:23,CUSHMAN & WAKEFIELD (S) PTE LTD,Rhea,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L10 FL2 exit light blown.  C&W tech checked and replaced 1no T8 10w exit light and 1no starter.,,,3/8/2017 10:26,3/8/2017 13:31,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:27,CUSHMAN & WAKEFIELD (S) PTE LTD,Jeffrey Low,CONNEXIS,Feedback,lighting,,,Replace light tube/bulb,Connexis South L4 Portable Water Tank Room exit light blown.  C&W tech checked and replaced 1no T8 10w exit light and 1no starter.,,,3/8/2017 10:31,3/8/2017 13:32,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:35,,,Matrix,Feedback,Building,,,Wall Cracks,"To prepare for the VIP event in Mar 2017, to paint up the walls and ceiling at level 2 corridor (1587m2)
RA: BD/GF/16 SO:17-73368 FEMS:12184.01",,,3/8/2017 10:48,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:57,,,Genome,Others/Request for Information,Building,,,Repair/replace door spring(s),"Due to handover of the unit #01-01/02, to replace the floor springs of the glass door and lockset and door fitting.
RA: BD/GF/06 SO:17-73369 FEMS:12185.01",,,3/8/2017 11:04,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 10:59,CUSHMAN & WAKEFIELD (S) PTE LTD,Rhea,CONNEXIS,Feedback,Building,,,Door closer not working,Connexis North L18 Toilet Corridor wooden door cannot close properly.  C&W tech checked and serviced. Door back to normal condition.,,,3/8/2017 11:03,3/8/2017 13:32,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 11:05,,,Genome,Feedback,Building,,,Building works at multiple locations,"a) #01 Corridor: To refix the loose floor tiles
b) #02 Office: Water seepage from glass panel
c) #01 near the drain: To paint yellow safety line due to safety reason
RA: BD/GF/17/26/34 SO:17-73370 FEMS:12187.00",,,3/8/2017 11:14,3/15/2017 13:19,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 11:17,,,Centros,Feedback,Building,Office / Lab,,Wall Cracks,#09-01: To seal up wall cracks and repaint the area. RA: BD/GF/16 SO:17-73384 FEMS:12188.01,,,3/8/2017 11:23,,In progress,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 11:51,,,ARC67,Feedback,other M&E,,,568 - Replacement of wall fan and exit lights,"For JTCG12-000568, replacement of wall fans and exit lights at various locations at block 67",,,3/8/2017 11:58,,Cancelled,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 12:14,,,CleanTech 1,Others/Request for Information,Mechanical,,,SMM/CTO/02-241 Qtuotation to supply & troubleshooting for LB entrance barrier arm @ CTO,"Qtuotation to supply & troubleshooting for LB entrance barrier arm @ CTO
SMM Ref No: 02-241",,,3/8/2017 12:18,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 12:34,,Mr Jonathan Ong,The JTC Summit,Feedback,Air Conditioning,,No,OTHERS: Loud vibration sound,Duct bracket need minor adjustment. Adjusted A/C diffuser bracket.,,,,3/9/2017 16:59,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 12:43,EXXONMOBIL ASIA PACIFIC PTE. LTD.,Ms Diana,The JTC Summit,Feedback,Air Conditioning,Office,No,OTHERS: No aircon coming from vent,Room temperature is 28 degree. Decreased AHU supply setpoint to 18 deg from 21 deg.,,,,3/9/2017 16:59,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 12:46,,,Helios,Feedback,Building,,,Building works at multiple locations,"a) #09-04 (Illumina): After monitoring of the water seepage, and no water seepage detected.  To redo the plaster board and repaint the area.
b) Koi Pond: Some timber decks at the koi pond have deteriorated due to wear and tear, to replace some wooden plank
c) Koi Pond: To replace and repaint the rusty metal plate
RA: BD/GF/08/13/25 SO:17-73385 FEMS:12195.00",,,3/8/2017 13:04,3/15/2017 13:46,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 12:49,EXXONMOBIL ASIA PACIFIC PTE. LTD.,Ms Diana,The JTC Summit,Feedback,Sanitory Plumbing,Toilet,,DEFECTS: Water leaking from ceiling,Water leaking form above slab. Cleared dirt chokage at level 12 Female Toilet.,,,,3/9/2017 16:59,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 13:06,,,Proteos,Feedback,Building,,,Building works at multiple locations,"a) B3 corridor leading to FLL: To carry out PU grouting to the floor
b) B1 manhole cover: To seal up the manhole cover to prevent water seepage leading to B2
c) B1 Switchroom: To seal up the wall cracks and repaint the area
RA: BD/GF/16/23/34 SO:17-73386 FEMS:12198.00",,,3/8/2017 13:16,3/15/2017 13:59,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 13:17,,,Centros,Others/Request for Information,Building,,,Painting of double yellow lines at driveway,"To repaint the double yellow lines surrounding the internal roads:
a) MOE to Blk 7: 268m
b) Infront of Matrix: 162m
c) Centros to Matrix: 244m
RA: BD/GF/17 SO:17-73387 FEMS:12199.00",,,3/8/2017 13:21,3/15/2017 14:08,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 13:23,,,Chromos,Others/Request for Information,Building,,,Replacement of 1 no. of tempered glass at canopy,"1 no. of canopy glass at the driveway at the drop off point has shattered.  To replace 1 no. of tempered glass.
RA: BD/GF/34 SO:17-73388 FEMS:12200.00",,,3/8/2017 13:28,3/15/2017 14:13,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 13:26,,Ms Janice,The JTC Summit,Others/Request for Information,Electrical,Office,No,OTHERS: No electricity at power point,Ms Janice called in to cancel case as power point trip due to wiring issue inside their premise.,,,,3/9/2017 16:59,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 13:30,,,Matrix,Feedback,Sanitory Plumbing,,,Toilet not flushing,"a) #09 G/T Urinal no. 3: To clear urinal choke
b) #09 G/T Urinal no. 2: To repair leaking by replacing inlet spud and wall flange (Labour to dismantle and fix back the urinal bowl)
c) #07 L/T WC no. 1: To replace 1 no. of piston assembly
d) #2M Handicap toilet: To replace 1 no. of 13mm mini ball valve
To supply and replace 5 nos of basin sensors:-
e) #01 L/T Basin no. 2
f) #01 L/T Basin no. 5
g) #03 G/T Basin no. 5
h) #05 G/T Basin no. 3
i) Blk 1: #03 G/T Basin no. 2
RA: SA/GF/01/02/03/05/06/15 SO:17-73389 FEMS:12201.01",,,3/8/2017 14:00,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 13:50,,,ARC28,Others/Request for Information,Electrical,,,00394.R1 B28 modification for DB-LMR3 at MTR A-E,,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 14:01,,,Helios,Feedback,Sanitory Plumbing,,,Flushing non-stop,"a) #03 L/T WC No. 2: To replace 1 no.of piston assembly
b) #03 L/T: To clear main pipe line choke
RA: SA/GF/02/06 SO:17-73390 FEMS:12205.01",,,3/8/2017 14:09,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 14:10,,,Proteos,Feedback,Sanitory Plumbing,,,Toilet not flushing,"After taking over the premises, to replace those faulty items of the urinals for #02 G/T:-
a) 8 nos of elbow and coupling for tubing for urinal no. 1, 2, 3 & 4
b) 4 nos of piston assembly for urinal no. 1,2,3 & 4
c) 4 nos of push buttons for wc no. 1, 2, 3, 4
RA: SA/GF/02 SO:17-73391 FEMS:12206.01",,,3/8/2017 14:18,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 14:20,,,Helios,Feedback,Building,,,Building works at multiple locations,"a) #03 L/T: To repair the sagged door and replace 2 pairs of hinges
b) Corridor: To replace those faulty ceiling boards
RA: BD/GF/12/25 SO:17-73393 FEMS:12207.00",,,3/8/2017 14:27,3/15/2017 15:44,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 14:52,,,Matrix,Feedback,Building,Auditorium,,Wall Cracks,"As there is a VIP event coming up, to repaint the auditorium and  revarnish the stage floor and to create 2 access panels to service the aircon.  RA: BD/GF/08/16 SO:17-73392 FEMS:12208.01",,,3/8/2017 15:10,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 15:00,,,CleanTech 1,Others/Request for Information,Building,,,SMM/CTO/02-239 Quotation to supply and clean all interal lift sgaft glass walls(PL1 to7) annually,"Quotation to supply and clean all interal lift sgaft glass walls(PL1 to7) annually@CTO
SMM Ref NO: 02-239",,,3/8/2017 15:06,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 15:11,,,Nanos,Feedback,Sanitory Plumbing,,,Building works at multiple locations,"a) #08 Lobby: To cut open access panel, repaint the area
b) #01 Driveway: To replace the damaged cobblestones
c) #01 Door leading to toilet: To repair existing door and replace hinges
d) #01 Lobby: Due to VIP visit, to repaint the #01 wall
e) Carpark Entrance A: To seal up wall cracks and repaint the wall
f) B1 PWCS bin centre: To seal up wall cracks and repaint the wall
RA:BD/GF/08/11/16/25 SO:17-73371 FEMS:12210.00",,,3/8/2017 15:55,3/15/2017 16:16,Rejected by PE,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 15:23,,,ARC20,Feedback,Sanitory Plumbing,,,00567 Plumbing work in B20 L7 FCT C-side WC2,JTCG12-00567 Plumbing work in B20 L7 FCT C-side WC2,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017 17:22,,,ARC20,Others/Request for Information,Electrical,,,00587 HT & LT Annual power shutdown Maintenance at Blk 20 ARC1,JTCG12-00587 HT & LT Annual power shutdown Maintenance at Blk 20 ARC1,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 9:48,,,CleanTech 1,Others/Request for Information,Building,,,"SMM/CTO/02-244 Quotation to supply and replace door locksets for #02-05,#02-13,#03-13","Quotation to supply and replace door locksets for #02-05,#02-13,#03-13
SMM/CTO/02-244",,,3/10/2017 10:50,,In progress,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 14:46,,,ARC67,Feedback,Lift,,,Door motor faulty,For quotation ref. 144028064/FG. To replace faulty door motor for Lift A.,,,,3/14/2017 21:13,Administratively completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 14:59,,,ARC67,Feedback,Lift,,,Closing force limiters for Lift B are faulty,For quotation ref. 144030741/FG. To replace faulty closing force limiter for Lift B.,,,,3/23/2017 15:14,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 15:41,CBM PTE. LTD.,Rhea,CONNEXIS,Feedback,Lighting,,,Replace light tube/bulb,Connexis South L13 FL2 lobby light blown.  C&W tech checked and replaced 1no 26w PLC light tube.,,,3/9/2017 15:45,3/9/2017 15:55,Completed,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 15:46,CUSHMAN & WAKEFIELD (S) PTE LTD,Raja,SYMBIOSIS,Feedback,Lift,,,Lift error drive,Symbiosis Basement 2 Goods Lift error drive.  C&W tech checked and immediately called Schindler. Lift car door sensor trigger and learn trip. Clear the debris and reset the controller.  System back to normal.,,,3/9/2017 15:53,3/9/2017 15:55,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 15:54,CUSHMAN & WAKEFIELD OPERATIONS PTE. LTD.,Kenny Goh,SYMBIOSIS,Feedback,Lift,,,Lift not working,"Symbiosis Basement 3 Goods Lift is not closing and moving.  C&W tech checked and immediately called Schindler. LIft misuse by contractor. Reset, test and lift back to normal.",,,3/9/2017 16:12,3/11/2017 21:51,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 16:14,,,ARC28,Feedback,Building,,,00310 Install door closer at B28 ARC L4 Female toilet main door,JTCG12-00310 Install door closer at B28 ARC L4 Female toilet main door,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 16:29,CUSHMAN & WAKEFIELD (S) PTE LTD,Raja,SYMBIOSIS,Feedback,Lift,,,Lift error drive,"Symbiosis Basement 2 Goods Lift error drive. C&W tech checked and immediately called Schindler. Replaced SKE print / safety circuit board. Reset, test and lift back to normal.",,,3/11/2017 21:52,3/11/2017 21:54,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 16:44,CUSHMAN & WAKEFIELD (S) PTE LTD,Raja,SYMBIOSIS,Feedback,Sanitory Plumbing,,,Flushing non-stop,Symbiosis L13 Male Toilet C#1 non-stop flushing.  C&W tech checked and reset sensor.  Tested and system back to normal.,,,3/9/2017 16:47,3/11/2017 21:53,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 16:49,CUSHMAN & WAKEFIELD (S) PTE LTD,Ramesh,SYMBIOSIS,Feedback,Lift,,,Lift not working,"Symbiosis Basement 2 Goods Lift stuck.  C&W tech checked and found Goods Lift stopped at B2. Immediately called Schindler.  Car door unable to close fully because debris stuck on the car door.  Clear the debris, test and system back to normal.",,,3/11/2017 21:53,3/11/2017 21:53,Completed,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 17:00,,,ARC28,Feedback,other M&E,,,523 To supply and replace wall fan in Blk28 L2 C-side MCT,JTCG12-523 To supply and replace wall fan in Blk28 L2 C-side MCT,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017 18:47,,,ARC20,Feedback,Sanitory Plumbing,,,00570 Plumbing work at level 1 male common toilet,,,,,,Reported,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2017 10:21,,,CleanTech 2,Feedback,Sanitory Plumbing,,,"SMM/CTT/02-244 Replacement for basin sensor,HDC basin tap and bidget spray set L1 & 3","SMM/CTT/02-244 Replacement for basin sensor, HDC basin tap and bidget spray set L1 &3",,,3/10/2017 10:31,3/11/2017 11:45,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2017 10:31,,,CleanTech 2,Others/Request for Information,Mechanical,,,SMM/CTT/02-246 Half-yearly visual test by MOM-PE for 3 Scissor lift -L1,SMM/CTT/02-246 Half-yearly visual test by MOM-PE for 3 Scissor lift L1,,,3/10/2017 10:54,3/14/2017 13:47,PROMPT latest SE created and atttachment sent,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
